,Unnamed: 0,listing_url,last_scraped,source,name,neighborhood_overview,picture_url,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_picture_url,host_neighbourhood,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,property_type,room_type,bathrooms_text,amenities,price,calendar_updated,has_availability,instant_bookable,id,scrape_id,host_id,host_listings_count,host_total_listings_count,latitude,longitude,accommodates,bathrooms,bedrooms,beds,minimum_nights,maximum_nights,availability_365,number_of_reviews,review_scores_rating,review_scores_cleanliness,review_scores_communication,review_scores_location,reviews_per_month
145,145,https://www.airbnb.com/rooms/559249822516788574,2024-11-05,city scrape,Cozy 1 bedroom with office and luxurious King size,nice,https://a0.muscache.com/pictures/miso/Hosting-559249822516788574/original/1f5d7c57-3e71-4a80-a84b-a9e1e5e0192e.jpeg,https://www.airbnb.com/users/show/433884293,Uniah,2021-11-28,"New York, NY",Hi! I'm a person who loves to travel and enjoys spending time learning about other cultures..,unknown,1.0,0%,f,https://a0.muscache.com/im/pictures/user/19036e0b-47b4-42b7-bc51-d4623c3331f7.jpg?aki_policy=profile_x_medium,Pine Hills,"['email', 'phone']",t,t,Neighborhood highlights,NINTH WARD,Entire rental unit,Entire home/apt,1 bath,"[""Stove"", ""Single level home"", ""Coffee"", ""Hair dryer"", ""Heating"", ""Portable fans"", ""Extra pillows and blankets"", ""Iron"", ""Bed linens"", ""Conditioner"", ""First aid kit"", ""Self check-in"", ""Dishes and silverware"", ""Body soap"", ""Freezer"", ""Fire extinguisher"", ""Exercise equipment"", ""Dining table"", ""Free parking on premises"", ""Essentials"", ""Cleaning products"", ""Refrigerator"", ""Hot water"", ""Cooking basics"", ""Oven"", ""Lockbox"", ""Free street parking"", ""Carbon monoxide alarm"", ""Bluetooth sound system"", ""Laundromat nearby"", ""Private entrance"", ""Clothing storage: dresser"", ""Wifi"", ""Kitchen"", ""Bikes"", ""Dedicated workspace"", ""Smoke alarm"", ""Shampoo"", ""Microwave"", ""Long term stays allowed"", ""Coffee maker"", ""TV""]",75.0,within data,t,f,559249822516788574,20241105062440,433884293,1.0,2.0,42.66062,-73.79112,2.0,1.0,1.0,2.0,6.0,1125,363,2.0,4.9,4.9,4.9,4.5,0.08
146,146,https://www.airbnb.com/rooms/563711706943869398,2024-11-05,previous scrape,/Purple Potty Penthouse\ 1928 Pine Hill 4Bed 1Bath,nice,https://a0.muscache.com/pictures/fc953398-4719-42dd-a72b-9a89ebfcce75.jpg,https://www.airbnb.com/users/show/4259750,Peter,2012-11-27,"Albany, NY","I was born in Poland but grew up in NY and now i'm back in NY after grad school in Europe.  I love sailing, flying gliders, hiking, hammocks, cycling, photography, travel, minimalism, tennis,  podcasts, and my KJV.  I started traveling airbnb during my time in Europe and now I’m a host in NY! 
Listings:
airbnb.com/h/38eden
airbnb.com/h/53eden
airbnb.com/h/55eden
airbnb.com/h/18home
airbnb.com/h/24miller
airbnb.com/h/24eden
airbnb.com/h/433western",within an hour,100%,87%,t,https://a0.muscache.com/im/pictures/user/cca29440-809e-4dcd-a844-221898102fa5.jpg?aki_policy=profile_x_medium,Pine Hills,"['email', 'phone']",t,t,Neighborhood highlights,THIRTEENTH WARD,Entire rental unit,Entire home/apt,1 bath,"[""Hangers"", ""Shared gym in building"", ""Coffee"", ""Hair dryer"", ""Heating"", ""Portable fans"", ""Extra pillows and blankets"", ""Iron"", ""Bed linens"", ""Exterior security cameras on property"", ""First aid kit"", ""Self check-in"", ""Dishwasher"", ""Dishes and silverware"", ""Body soap"", ""Freezer"", ""Pets allowed"", ""Window AC unit"", ""Fire extinguisher"", ""Dining table"", ""Free parking on premises"", ""Essentials"", ""Cleaning products"", ""Room-darkening shades"", ""Hot water kettle"", ""Refrigerator"", ""Hot water"", ""Luggage dropoff allowed"", ""Cooking basics"", ""Bathtub"", ""HDTV with Netflix, Hulu, premium cable, Amazon Prime Video, Roku"", ""Crib"", ""Pack \u2019n play/Travel crib - available upon request"", ""Toaster"", ""Free street parking"", ""Smart lock"", ""Stainless steel oven"", ""Carbon monoxide alarm"", ""Baking sheet"", ""Free washer \u2013 In building"", ""Wifi"", ""Free dryer \u2013 In building"", ""Kitchen"", ""Game console: Nintendo Switch"", ""Blender"", ""Dedicated workspace"", ""Smoke alarm"", ""Shampoo"", ""Microwave"", ""Long term stays allowed"", ""Gas stove"", ""Coffee maker"", ""Wine glasses""]",100.0,within data,t,f,563711706943869398,20241105062440,4259750,8.0,14.0,42.66919,-73.78672,7.0,1.0,3.0,1.0,2.0,365,365,9.0,4.89,5.0,5.0,4.78,0.27
147,147,https://www.airbnb.com/rooms/565171585673492875,2024-11-05,city scrape,Lovely 1 bed apartment close to MVP Arena,"This building is located a short walk from all of Downtown Albany. Nearby you'll find famous Lark Street, Broadway Street, the Times Union Center, and tons oh historic buildings. The history on the street of Albany is staggeringly rich as you walk down the very streets that have seen the likes of Mohamed Ali, and Alexander Hamilton. The building was even named after the famous Schuyler family.",https://a0.muscache.com/pictures/f6961a49-700b-4c61-a327-711ed84b9cd8.jpg,https://www.airbnb.com/users/show/232967878,Diana,2018-12-28,"Albany, NY",Hi! I'm a person who loves to travel and enjoys spending time learning about other cultures..,within an hour,99%,98%,t,https://a0.muscache.com/im/pictures/user/User-232967878/original/cea8ebfc-ac7a-4317-a182-2fe36680942c.jpeg?aki_policy=profile_x_medium,Delaware Avenue,['phone'],t,t,Neighborhood highlights,SECOND WARD,Entire serviced apartment,Entire home/apt,1 bath,"[""Hangers"", ""Stove"", ""Free residential garage on premises"", ""Coffee"", ""Hair dryer"", ""Iron"", ""Exterior security cameras on property"", ""Bed linens"", ""Self check-in"", ""Clothing storage: closet"", ""Dishes and silverware"", ""Dishwasher"", ""Body soap"", ""Central heating"", ""Central air conditioning"", ""Essentials"", ""Cleaning products"", ""Refrigerator"", ""Hot water"", ""Cooking basics"", ""Oven"", ""Bathtub"", ""Smart lock"", ""Carbon monoxide alarm"", ""Books and reading material"", ""Baking sheet"", ""Noise decibel monitors on property"", ""Wifi"", ""Kitchen"", ""Generic conditioner"", ""Smoke alarm"", ""Microwave"", ""Generic shampoo"", ""Coffee maker"", ""Wine glasses"", ""TV""]",118.0,within data,t,f,565171585673492875,20241105062440,232967878,5.5,6.9,42.64342,-73.75742,2.0,1.0,1.0,1.0,1.0,365,15,90.0,4.7,4.91,4.87,4.09,2.73
148,148,https://www.airbnb.com/rooms/581057744765912905,2024-11-05,city scrape,◆UNIQUE◆ spacious LOFT with photo studio w/d!,"This building is located in the hustle and bustle of downtown Albany. You are right in the heart of the city! This location is within walking distance of many of downtown Albany's hot spots! <br /><br />The famous Lark Street is just down the road with a lot of different food, bars and shops to choose from! <br /><br />All under 10 minute walk!<br /><br />Herbie’s Burgers<br />Noho Pizza<br />Jewel of India<br />The Loft @205<br />Rosanna’s<br />Rain Chinese<br /><br />Other attractions include:<br /><br />Washington Avenue Armory - 2 minute walk<br />Albany Institute of History and Art - 6 minute Walk<br />State Capitol - 12 minute walk<br />Palace Theatre - 5 minute drive<br />MVP Arena - 5 minute drive",https://a0.muscache.com/pictures/miso/Hosting-581057744765912905/original/58144689-3708-45a9-9701-4a3563a8e1c2.jpeg,https://www.airbnb.com/users/show/47625981,Linda,2015-10-28,"Albany, NY",Hi! I'm a person who loves to travel and enjoys spending time learning about other cultures..,within an hour,97%,99%,f,https://a0.muscache.com/im/pictures/user/fcdee17f-16de-4999-98d5-c28b545cc982.jpg?aki_policy=profile_x_medium,Mansion Area,"['email', 'phone']",t,t,Neighborhood highlights,THIRD WARD,Entire loft,Entire home/apt,1 bath,"[""Stove"", ""Coffee"", ""Hair dryer"", ""Heating"", ""Iron"", ""Exterior security cameras on property"", ""Bed linens"", ""Conditioner"", ""First aid kit"", ""Self check-in"", ""Dishwasher"", ""Dishes and silverware"", ""Private patio or balcony"", ""Freezer"", ""Washer"", ""Fire extinguisher"", ""Dining table"", ""Free parking on premises"", ""Essentials"", ""Cleaning products"", ""Refrigerator"", ""Hot water"", ""Luggage dropoff allowed"", ""Cooking basics"", ""Free dryer \u2013 In unit"", ""Lockbox"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Wifi"", ""Kitchen"", ""Dedicated workspace"", ""Smoke alarm"", ""Shampoo"", ""Microwave"", ""Long term stays allowed"", ""Coffee maker"", ""TV""]",115.0,within data,t,t,581057744765912905,20241105062440,47625981,17.0,18.0,42.65848,-73.76359,2.0,1.0,0.0,1.0,1.0,365,365,42.0,4.67,4.55,4.76,4.8,1.31
149,149,https://www.airbnb.com/rooms/588298411730694861,2024-11-05,city scrape,Modern one bedroom with free off street parking,nice,https://a0.muscache.com/pictures/b93dc43c-6bd4-4e33-87e4-8c9979c67249.jpg,https://www.airbnb.com/users/show/353498132,Michael,2020-07-04,"Albany, NY",Hi! I'm a person who loves to travel and enjoys spending time learning about other cultures..,within an hour,100%,93%,t,https://a0.muscache.com/im/pictures/user/90fe32ef-2fd1-4d47-9388-a2c796561478.jpg?aki_policy=profile_x_medium,Mansion Area,"['email', 'phone']",t,t,Neighborhood highlights,SECOND WARD,Entire rental unit,Entire home/apt,1 bath,"[""Hangers"", ""City skyline view"", ""Extra pillows and blankets"", ""Iron"", ""Exterior security cameras on property"", ""Dishwasher"", ""Dishes and silverware"", ""Freezer"", ""Gas stove"", ""Central heating"", ""Central air conditioning"", ""Essentials"", ""Cleaning products"", ""Hot water kettle"", ""Refrigerator"", ""Hot water"", ""Cooking basics"", ""Toaster"", ""Free street parking"", ""Stainless steel oven"", ""Carbon monoxide alarm"", ""Free driveway parking on premises \u2013 1 space"", ""Private entrance"", ""Free washer \u2013 In building"", ""Free dryer \u2013 In building"", ""Kitchen"", ""Host greets you"", ""Dedicated workspace"", ""Smoke alarm"", ""Microwave"", ""Long term stays allowed"", ""Fast wifi \u2013 421 Mbps"", ""Wine glasses"", ""Coffee maker: Keurig coffee machine"", ""TV""]",131.0,within data,t,f,588298411730694861,20241105062440,353498132,5.0,5.0,42.64441,-73.75647,2.0,1.0,1.0,1.0,1.7,365,359,12.0,5.0,4.92,5.0,4.5,0.42
150,150,https://www.airbnb.com/rooms/593272120497643087,2024-11-05,city scrape,Lux Suite at the Historic Jesse Buel House.,Albany safest and most walkable.,https://a0.muscache.com/pictures/miso/Hosting-593272120497643087/original/92b58f18-9928-4c99-ad9f-7192336102ce.jpeg,https://www.airbnb.com/users/show/382970529,Thomas,2021-01-04,"Albany, NY",I have the great honor of being able to invite guests from around the world into my truly one-of-a-kind home. Countless hours have been spent curating this experience to elicit joy and invigorate curiosity. I hope we meet one day to share our stories and learn from each-other.  My best  piece of advice from a symphony of frolicking around the globe is to never let an adventure pass you by and always have an escape plan!,within an hour,100%,98%,t,https://a0.muscache.com/im/pictures/user/User-382970529/original/f67e3cf8-d05c-455b-8f4e-7b2a7c4ecad7.jpeg?aki_policy=profile_x_medium,Melrose,['phone'],t,t,Neighborhood highlights,THIRTEENTH WARD,Private room in home,Private room,1 private bath,"[""55 inch HDTV"", ""Hangers"", ""Pool table"", ""Wolf electric stove"", ""Shower gel"", ""Coffee"", ""Cleaning available during stay"", ""Hair dryer"", ""Heating"", ""Portable fans"", ""Fireplace guards"", ""BBQ grill"", ""Extra pillows and blankets"", ""Keypad"", ""Shared outdoor pool - available seasonally, open 24 hours, heated, pool toys"", ""Iron"", ""Bed linens"", ""Exterior security cameras on property"", ""Mini fridge"", ""Bread maker"", ""Outdoor dining area"", ""Self check-in"", ""Board games"", ""Dishwasher"", ""Dishes and silverware"", ""Body soap"", ""Freezer"", ""Fire extinguisher"", ""Dining table"", ""Central air conditioning"", ""Free parking on premises"", ""Paid parking lot on premises"", ""Essentials"", ""Cleaning products"", ""Room-darkening shades"", ""Hot water kettle"", ""Refrigerator"", ""Sun loungers"", ""Hot water"", ""Luggage dropoff allowed"", ""Cooking basics"", ""Bathtub"", ""Barbecue utensils"", ""Hammock"", ""Lock on bedroom door"", ""Indoor fireplace: gas"", ""Toaster"", ""Free street parking"", ""Shared hot tub"", ""Pool view"", ""Outdoor furniture"", ""Carbon monoxide alarm"", ""Books and reading material"", ""Laundromat nearby"", ""Baking sheet"", ""Free washer \u2013 In building"", ""Outdoor shower"", ""Wifi"", ""Free dryer \u2013 In building"", ""Kitchen"", ""Shared backyard \u2013 Fully fenced"", ""Fire pit"", ""Clothing storage: closet and dresser"", ""Boston acoustics  sound system"", ""Blender"", ""Dedicated workspace"", ""Smoke alarm"", ""Shampoo"", ""Microwave"", ""Wolf stainless steel oven"", ""Shared patio or balcony"", ""Long term stays allowed"", ""Coffee maker"", ""Wine glasses"", ""Pack \u2019n play/Travel crib - always at the listing""]",129.0,within data,t,f,593272120497643087,20241105062440,382970529,14.0,23.0,42.66911,-73.79869,2.0,1.0,1.0,2.0,1.0,60,82,115.0,4.97,5.0,4.97,4.95,4.04
151,151,https://www.airbnb.com/rooms/597655328370142613,2024-11-05,city scrape,Newly refurbished 2 bedroom close to Lark,Quiet residential neighborhood close to the hospital and shops and restaurants on Lark street,https://a0.muscache.com/pictures/miso/Hosting-597655328370142613/original/64b647ca-e37c-4154-9ad3-66632e76f2dc.jpeg,https://www.airbnb.com/users/show/30920241,Miri,2015-04-09,"Albany, NY","I am a Illustrator and Surface Pattern Designer from Belgium that currently lives in Upstate New York. I have a registered service dog named Bagel and we love going on road trips, hikes and paddle boarding.
I speak German, English, French, Italian and Dutch and have lived and travelled all over the world.
I love art, vintage shopping and finding great new restaurants. 
I have an artist studio in Joshua Tree.
",within an hour,100%,92%,t,https://a0.muscache.com/im/pictures/user/067f8a3e-fda2-4d69-9447-8208267a5da7.jpg?aki_policy=profile_x_medium,Park South,"['email', 'phone']",t,t,Neighborhood highlights,SIXTH WARD,Entire rental unit,Entire home/apt,1 bath,"[""Stainless steel electric stove"", ""Ceiling fan"", ""Hangers"", ""Free washer \u2013 In unit"", ""Single level home"", ""Shower gel"", ""Hair dryer"", ""Private backyard \u2013 Fully fenced"", ""Keypad"", ""Iron"", ""Bed linens"", ""Conditioner"", ""Self check-in"", ""Private patio or balcony"", ""Dishes and silverware"", ""Body soap"", ""Freezer"", ""Window AC unit"", ""Central heating"", ""Fire extinguisher"", ""Dining table"", ""Essentials"", ""Cleaning products"", ""Room-darkening shades"", ""Hot water kettle"", ""Refrigerator"", ""Hot water"", ""Cooking basics"", ""Oven"", ""Free dryer \u2013 In unit"", ""Ethernet connection"", ""Clothing storage: walk-in closet and closet"", ""Toaster"", ""Free street parking"", ""Carbon monoxide alarm"", ""Fast wifi \u2013 481 Mbps"", ""Baking sheet"", ""Private entrance"", ""32 inch HDTV with Netflix, Chromecast, Roku"", ""Kitchen"", ""Dedicated workspace"", ""Smoke alarm"", ""Shampoo"", ""Microwave"", ""Long term stays allowed"", ""Wine glasses"", ""Coffee maker: Keurig coffee machine""]",214.0,within data,t,f,597655328370142613,20241105062440,30920241,3.0,3.0,42.65314,-73.76787,4.0,1.0,2.0,2.0,2.0,5,7,11.0,5.0,4.82,5.0,4.45,0.36
152,152,https://www.airbnb.com/rooms/610090811367811938,2024-11-05,city scrape,COZY rental near hospitals! Off street parking,nice,https://a0.muscache.com/pictures/miso/Hosting-610090811367811938/original/c53e5486-e143-4b68-a3f5-61172adde820.jpeg,https://www.airbnb.com/users/show/40548251,Reyana,2015-08-04,"Albany, NY",I am a registered nurse and mom who enjoys traveling with family.,within an hour,100%,91%,f,https://a0.muscache.com/im/pictures/user/User-40548251/original/c23be75b-6c80-402a-9729-614e4be262d3.jpeg?aki_policy=profile_x_medium,Helderberg,"['email', 'phone']",t,t,Neighborhood highlights,NINTH WARD,Entire rental unit,Entire home/apt,1 bath,"[""Hangers"", ""Coffee"", ""Keypad"", ""Iron"", ""Bed linens"", ""Self check-in"", ""Dishwasher"", ""Dishes and silverware"", ""TV with Amazon Prime Video"", ""Freezer"", ""Pets allowed"", ""Fire extinguisher"", ""Dining table"", ""Free parking on premises"", ""Essentials"", ""Refrigerator"", ""Hot water"", ""Bathtub"", ""Radiant heating"", ""Stainless steel oven"", ""Carbon monoxide alarm"", ""Wifi"", ""Kitchen"", ""Dedicated workspace"", ""Smoke alarm"", ""Microwave"", ""Long term stays allowed"", ""Gas stove"", ""Wine glasses"", ""Coffee maker: Keurig coffee machine""]",115.0,within data,t,f,610090811367811938,20241105062440,40548251,1.0,1.0,42.652049,-73.7949665,4.0,1.0,2.0,3.0,2.0,183,345,61.0,4.8,4.79,4.95,4.85,2.53
153,153,https://www.airbnb.com/rooms/617242073954595468,2024-11-05,city scrape,Iconic City Center Apt in Downtown | Pets Allowed,"If you visit Albany’s Capital Region without seeing Lark Street, then you have indeed missed its unique and funky urban center. Lark Street is often referred to as the “Greenwich Village” of Albany’s Capital Region. The area along Lark Street is reminiscent of the great and colorful neighborhoods of Manhattan, and is just steps from downtown Albany’s business district. Brownstones from the nineteenth century line the streets, many of which are occupied by commercial tenants who have been there for decades, giving the street a decidedly vintage feel. This once-rustic neighborhood features cobblestone intersections that add to is Greenwich ambiance.<br /><br />Residents lunch at cafes during the day, enjoy cocktails and shop in the numerous boutiques. Lark Street is well known for the diverse selection of foods on offer, from Tex-Mex to Greek to Thai, Indian, Hunan, and more.",https://a0.muscache.com/pictures/61c54da8-7d26-4c5f-8ef3-e619465adb77.jpg,https://www.airbnb.com/users/show/433096110,Brian,2021-11-22,"Saratoga Springs, NY",Hi! I'm a person who loves to travel and enjoys spending time learning about other cultures..,within an hour,100%,95%,t,https://a0.muscache.com/im/pictures/user/30c0b064-316a-436f-8b55-6ed68fc044fd.jpg?aki_policy=profile_x_medium,New Scotland,"['email', 'phone']",t,t,Neighborhood highlights,SIXTH WARD,Entire rental unit,Entire home/apt,1 bath,"[""Portable air conditioning"", ""Stainless steel electric stove"", ""Ceiling fan"", ""Hangers"", ""Heating - split type ductless system"", ""Coffee"", ""Hair dryer"", ""Portable fans"", ""Extra pillows and blankets"", ""Iron"", ""Bed linens"", ""Exterior security cameras on property"", ""Conditioner"", ""First aid kit"", ""Self check-in"", ""Dishes and silverware"", ""Body soap"", ""Freezer"", ""Pets allowed"", ""Clothing storage"", ""Fire extinguisher"", ""Dining table"", ""Essentials"", ""Cleaning products"", ""Hot water kettle"", ""Indoor fireplace: electric"", ""Refrigerator"", ""Hot water"", ""Cooking basics"", ""Oven"", ""Bathtub"", ""60 inch HDTV with Hulu"", ""Ethernet connection"", ""Toaster"", ""Smart lock"", ""Free street parking"", ""Carbon monoxide alarm"", ""Laundromat nearby"", ""Baking sheet"", ""Private entrance"", ""Wifi"", ""Kitchen"", ""Dedicated workspace"", ""Smoke alarm"", ""Shampoo"", ""Portable heater"", ""Microwave"", ""Shared patio or balcony"", ""Wine glasses"", ""Coffee maker: Keurig coffee machine""]",120.0,within data,t,f,617242073954595468,20241105062440,433096110,4.0,5.0,42.65353,-73.7679,2.0,1.0,1.0,1.0,1.0,28,346,148.0,4.93,4.87,4.95,4.81,4.86
154,154,https://www.airbnb.com/rooms/618673322156725003,2024-11-05,city scrape,"Huge loft with a king bed, balcony and park views","Located right in the middle of Center Square, the most vibrant neighborhood in Albany! The apartment is overlooking Washington Park and is a block away from Lark Street with many restaurants, coffee shops and art galleries. A few minutes walk to Albany Institute of History & Art, historic downtown Albany, Albany Capital Center, Albany Medical Center, New York State Capitol and the  performing arts venue The Egg.",https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6NjE4NjczMzIyMTU2NzI1MDAz/original/15ea60e8-83c0-452b-881b-c5862ad8f438.jpeg,https://www.airbnb.com/users/show/2554853,Nim,2012-06-05,"New York, NY",A professor and researcher living in Albany and NYC,a few days or more,0%,41%,t,https://a0.muscache.com/im/pictures/user/e6637401-c0f5-4bdc-afbe-3b4f81ca4e26.jpg?aki_policy=profile_x_medium,Midtown East,"['email', 'phone', 'work_email']",t,t,Neighborhood highlights,SIXTH WARD,Entire loft,Entire home/apt,1 bath,"[""Hangers"", ""Shower gel"", ""Coffee"", ""55 inch TV with Amazon Prime Video, Chromecast, HBO Max, Netflix, Roku"", ""Extra pillows and blankets"", ""Paid dryer \u2013 In building"", ""Iron"", ""Bed linens"", ""Indoor fireplace"", ""Conditioner"", ""Exterior security cameras on property"", ""First aid kit"", ""Outdoor dining area"", ""Self check-in"", ""Dishwasher"", ""Dishes and silverware"", ""Private patio or balcony"", ""Body soap"", ""Clothing storage"", ""Mosquito net"", ""Window guards"", ""Central heating"", ""Fire extinguisher"", ""Dining table"", ""Paid parking lot on premises \u2013 20 spaces"", ""Essentials"", ""Cleaning products"", ""Hot water kettle"", ""Outdoor furniture"", ""Refrigerator"", ""Hot water"", ""Garden view"", ""Cooking basics"", ""Bathtub"", ""Drying rack for clothing"", ""Lockbox"", ""Air conditioning"", ""Free street parking"", ""Park view"", ""Backyard"", ""Google Soeakers Bluetooth sound system"", ""Carbon monoxide alarm"", ""Books and reading material"", ""Outdoor playground"", ""Stainless steel oven"", ""Baking sheet"", ""Laundromat nearby"", ""Outlet covers"", ""Exercise equipment: free weights"", ""Free washer \u2013 In building"", ""Wifi"", ""Kitchen"", ""Coffee maker: drip coffee maker"", ""Dedicated workspace"", ""Smoke alarm"", ""Shampoo"", ""Microwave"", ""Long term stays allowed"", ""Stainless steel stove"", ""Wine glasses"", ""Paid parking lot off premises""]",135.0,within data,t,f,618673322156725003,20241105062440,2554853,2.0,2.0,42.65547943115234,-73.76625061035156,3.0,1.0,2.0,3.0,5.0,61,244,7.0,5.0,4.71,5.0,5.0,0.29
155,155,https://www.airbnb.com/rooms/619695112394148331,2024-11-05,city scrape,Modern luxury one bedroom with off street parking,nice,https://a0.muscache.com/pictures/4f44429e-bd8d-4c68-915e-44b87de774eb.jpg,https://www.airbnb.com/users/show/353498132,Michael,2020-07-04,"Albany, NY",Hi! I'm a person who loves to travel and enjoys spending time learning about other cultures..,within an hour,100%,93%,t,https://a0.muscache.com/im/pictures/user/90fe32ef-2fd1-4d47-9388-a2c796561478.jpg?aki_policy=profile_x_medium,Mansion Area,"['email', 'phone']",t,t,Neighborhood highlights,SECOND WARD,Entire rental unit,Entire home/apt,1 bath,"[""Hangers"", ""Heating"", ""Iron"", ""Exterior security cameras on property"", ""Dryer"", ""Washer"", ""Free parking on premises"", ""Essentials"", ""Hot water"", ""Cooking basics"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Fast wifi \u2013 478 Mbps"", ""Kitchen"", ""Host greets you"", ""Dedicated workspace"", ""Smoke alarm"", ""Long term stays allowed"", ""TV""]",123.0,within data,t,f,619695112394148331,20241105062440,353498132,5.0,5.0,42.64489,-73.75731,2.0,1.0,1.0,1.0,1.7,365,92,10.0,5.0,5.0,4.8,4.8,0.36
156,156,https://www.airbnb.com/rooms/620480926228934988,2024-11-05,city scrape,"Lovely renovated, 2-bedroom home with free parking",nice,https://a0.muscache.com/pictures/miso/Hosting-620480926228934988/original/7ae5bd20-d9bf-4648-9e0a-888b6904d597.jpeg,https://www.airbnb.com/users/show/457678547,Najeem Adegbemiga,2022-05-05,"Albany, NY",Hi! I'm a person who loves to travel and enjoys spending time learning about other cultures..,within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/33955717-1abc-4169-9863-3322953fc142.jpg?aki_policy=profile_x_medium,Delaware Avenue,"['email', 'phone']",t,t,Neighborhood highlights,SEVENTH WARD,Entire home,Entire home/apt,1.5 baths,"[""Ceiling fan"", ""Hangers"", ""Clothing storage: walk-in closet"", ""Stove"", ""Free washer \u2013 In unit"", ""Shower gel"", ""Coffee"", ""Hair dryer"", ""Keypad"", ""Iron"", ""Bed linens"", ""Outdoor dining area"", ""Conditioner"", ""Self check-in"", ""Dishwasher"", ""Dishes and silverware"", ""Private patio or balcony"", ""Freezer"", ""Window AC unit"", ""Central heating"", ""Fire extinguisher"", ""Dining table"", ""Free parking on premises"", ""Essentials"", ""Hot water kettle"", ""Refrigerator"", ""Hot water"", ""Oven"", ""Bathtub"", ""Free dryer \u2013 In unit"", ""Toaster"", ""Backyard"", ""Carbon monoxide alarm"", ""Private entrance"", ""55 inch HDTV with Netflix, Roku"", ""Wifi"", ""Kitchen"", ""Coffee maker: drip coffee maker"", ""Dedicated workspace"", ""Smoke alarm"", ""Shampoo"", ""Microwave"", ""Long term stays allowed"", ""Wine glasses""]",140.0,within data,t,f,620480926228934988,20241105062440,457678547,1.0,1.0,42.640217,-73.780815,4.0,1.0,2.0,3.0,2.0,1125,308,16.0,4.44,4.9,4.9,4.31,0.6
157,157,https://www.airbnb.com/rooms/621960198566758900,2024-11-05,city scrape,One-of-a-Kind Luxe Urban Farmhouse w/ Heated Pool,"Walkable, Safe and quiet",https://a0.muscache.com/pictures/dd1a2e33-d50b-459c-adc3-fe3181ff334f.jpg,https://www.airbnb.com/users/show/382970529,Thomas,2021-01-04,"Albany, NY",I have the great honor of being able to invite guests from around the world into my truly one-of-a-kind home. Countless hours have been spent curating this experience to elicit joy and invigorate curiosity. I hope we meet one day to share our stories and learn from each-other.  My best  piece of advice from a symphony of frolicking around the globe is to never let an adventure pass you by and always have an escape plan!,within an hour,100%,98%,t,https://a0.muscache.com/im/pictures/user/User-382970529/original/f67e3cf8-d05c-455b-8f4e-7b2a7c4ecad7.jpeg?aki_policy=profile_x_medium,Melrose,['phone'],t,t,Neighborhood highlights,FOURTEENTH WARD,Entire home,Entire home/apt,3.5 baths,"[""Ceiling fan"", ""Hangers"", ""Pool table"", ""Coffee"", ""Hair dryer"", ""Private backyard \u2013 Fully fenced"", ""Portable fans"", ""BBQ grill"", ""Keypad"", ""Extra pillows and blankets"", ""Iron"", ""Bed linens"", ""Exterior security cameras on property"", ""Mini fridge"", ""Outdoor dining area"", ""Self check-in"", ""Board games"", ""Clothing storage: closet"", ""Dishes and silverware"", ""Dishwasher"", ""Private patio or balcony"", ""Rad body soap"", ""Pets allowed"", ""Fire extinguisher"", ""Central air conditioning"", ""Free parking on premises"", ""Essentials"", ""Cleaning products"", ""Hot water kettle"", ""Private outdoor pool - available seasonally, open 24 hours, heated"", ""Refrigerator"", ""Hot water"", ""Cooking basics"", ""Bathtub"", ""Free dryer \u2013 In unit"", ""Crib"", ""Radiant heating"", ""Hammock"", ""Indoor fireplace: gas"", ""Pool view"", ""Stainless steel oven"", ""Carbon monoxide alarm"", ""Bluetooth sound system"", ""Books and reading material"", ""Outdoor furniture"", ""Noise decibel monitors on property"", ""Free washer \u2013 In building"", ""Outdoor shower"", ""Wifi"", ""Kitchen"", ""Fire pit"", ""Coffee maker: drip coffee maker"", ""Head and Shoulders conditioner"", ""Blender"", ""Dedicated workspace"", ""65 inch HDTV with Amazon Prime Video"", ""Shampoo"", ""Smoke alarm"", ""Microwave"", ""Private hot tub"", ""Wine glasses""]",1379.0,within data,t,f,621960198566758900,20241105062440,382970529,14.0,23.0,42.66762,-73.79919,3.0,1.0,1.4,1.4,2.0,32,345,13.0,5.0,5.0,5.0,4.92,0.46
